Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
1216.855,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 1,0.0,,,,,,
1216.855,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1220.503,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,55.0,CoordY,154.0,,
1241.151,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1241.151,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1241.151,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
1248.272,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,30.0,CoordY,210.0,,
1273.276,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1273.276,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1273.276,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
1285.488,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,209.0,,
1306.458,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
1306.458,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1306.458,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 1,0.0,,,,,,
1317.537,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,29.0,CoordY,210.0,,
1339.0479999999998,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 3,2.0,,,,,,
1339.0479999999998,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1339.0479999999998,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1354.825,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,220.0,,
1375.884,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1375.884,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1375.884,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1394.9279999999999,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,48.0,CoordY,201.0,,
1416.3,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
1416.3,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1416.3,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1419.0,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,210.0,,
1451.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
1451.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 1,0.0,,,,,,
1451.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1454.661,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,37.0,CoordY,206.0,,
1475.432,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
1475.432,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1475.432,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1479.9389999999999,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,15.0,CoordY,221.0,,
1502.3470000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1502.3470000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1502.3470000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1504.0379999999998,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,220.0,,
1530.401,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 3,2.0,,,,,,
1530.401,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1530.401,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1534.6729999999998,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,228.0,,
1557.101,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1557.101,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1557.101,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1559.98,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 3,2.0,CoordX,41.0,CoordY,220.0,,
1585.451,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1585.451,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1585.451,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1589.094,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,48.0,CoordY,211.0,,
1609.95,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
1609.95,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1609.95,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 1,0.0,,,,,,
1617.6670000000001,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 1,0.0,CoordX,66.0,CoordY,211.0,,
1657.2620000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
1657.2620000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1657.2620000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 1,0.0,,,,,,
1659.646,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,11.0,CoordY,211.0,,
1681.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1681.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1681.73,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1683.675,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 3,2.0,CoordX,34.0,CoordY,220.0,,
1709.075,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1709.075,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1709.075,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1725.442,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,11.0,CoordY,211.0,,
1747.58,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1747.58,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1747.58,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
1751.905,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,30.0,CoordY,215.0,,
1777.8870000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1777.8870000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1777.8870000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
1787.713,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,11.0,CoordY,220.0,,
1812.7160000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1812.7160000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1812.7160000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
1823.69,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,52.0,CoordY,201.0,,
1845.967,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
1845.967,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1845.967,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1857.5810000000001,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,210.0,,
1878.43,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
1878.43,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 1,0.0,,,,,,
1878.43,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1884.7520000000002,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,19.0,CoordY,210.0,,
1906.766,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 3,2.0,,,,,,
1906.766,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
1906.766,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1909.9489999999998,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,48.0,CoordY,215.0,,
1930.685,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
1930.685,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1930.685,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1937.66,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,52.0,CoordY,210.0,,
1961.2060000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
1961.2060000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
1961.2060000000001,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
1963.9470000000001,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,201.0,,
1985.576,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
1985.576,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
1985.576,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
1988.319,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,219.0,,
2009.411,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2009.411,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2009.411,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2012.5770000000002,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,66.0,CoordY,220.0,,
2037.579,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2037.579,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2037.579,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2047.2720000000002,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,210.0,,
2068.511,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 1,0.0,,,,,,
2068.511,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 1,0.0,,,,,,
2068.511,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
2070.131,30,Touch Down Event,new rat4,,7,4,Position,1.0,Image 1,0.0,CoordX,10.0,CoordY,224.0,,
2091.138,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2091.138,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2091.138,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2093.094,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,48.0,CoordY,206.0,,
2118.097,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2118.097,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2118.097,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2144.258,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 2,1.0,CoordX,11.0,CoordY,207.0,,
2169.9320000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2169.9320000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2169.9320000000002,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2184.058,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,15.0,CoordY,211.0,,
2206.259,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2206.259,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
2206.259,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
2208.972,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,220.0,,
2230.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2230.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2230.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 2,1.0,,,,,,
2234.76,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,34.0,CoordY,220.0,,
2256.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2256.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
2256.245,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
2260.672,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,4.0,CoordY,224.0,,
2282.005,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 3,2.0,,,,,,
2282.005,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
2282.005,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
2284.871,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 4,3.0,CoordX,15.0,CoordY,214.0,,
2323.501,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 3,2.0,,,,,,
2323.501,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 4,3.0,,,,,,
2323.501,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
2329.584,30,Touch Down Event,new rat4,,7,4,Position,3.0,Image 3,2.0,CoordX,30.0,CoordY,211.0,,
2350.783,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 2,1.0,,,,,,
2350.783,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 2,1.0,,,,,,
2350.783,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 4,3.0,,,,,,
2364.179,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 2,1.0,CoordX,15.0,CoordY,211.0,,
2388.8579999999997,32,Whisker - Display Image,new rat4,Images,6,2,Position,1.0,Image 4,3.0,,,,,,
2388.8579999999997,32,Whisker - Display Image,new rat4,Images,6,2,Position,2.0,Image 3,2.0,,,,,,
2388.8579999999997,32,Whisker - Display Image,new rat4,Images,6,2,Position,3.0,Image 3,2.0,,,,,,
2391.752,30,Touch Down Event,new rat4,,7,4,Position,2.0,Image 3,2.0,CoordX,15.0,CoordY,214.0,,
